href|lat|lon|lines|station|distance|google|time|apttype|area|borough|price|price2|bedrooms|listed|updated|avail|building|feet|amenslist|laundry|unitlaundry|gym|dishwasher|offers|nofee
http://www.nakedapartments.com/apartment/1-Bedroom-West-64TH-ST-New-York-NY-10023-3oukcbj|40.774245|-73.987608|1,2,3|66 St - Lincoln Center|0.38|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.987608!2d40.774245!1m3!2m2!1d-73.987608!2d40.774245!3e3|16|1br|Upper West Side|Manhattan|1825|1825|1|2 days|2 days|Immediately|||Doorman,Elevator,Gym,Laundry Room|x||x|x||
http://www.nakedapartments.com/apartment/1-Bedroom-40TH-ST-Queens-NY-11104-n5ChtEJ|40.7453|-73.9237738|7|40 St|0.11|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9237738!2d40.7453!1m3!2m2!1d-73.9237738!2d40.7453!3e3|24|1br|Sunnyside|Queens|1900|1900|1|3 days|3 days|Immediately|Elevator/Laundry Building||Elevator,Laundry Room,On-site super|x|||x|Low fee: 8.5%|
http://www.nakedapartments.com/apartment/1-Bedroom-148-West-76TH-ST-New-York-NY-10023-3mZN5TZ|40.7805566|-73.9784983|1,2,3|79 St|0.25|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9784983!2d40.7805566!1m3!2m2!1d-73.9784983!2d40.7805566!3e3|20|1br|148 West  76th Street|Upper West Side|2250|2250|1|About 24 hours|About 24 hours|Immediately|||Laundry Room|x|||x|Exclusive|
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-1jYKabkS|40.670772|-73.987286|R,N,D|9 St|0.07|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.987286!2d40.670772!1m3!2m2!1d-73.987286!2d40.670772!3e3|31|1br|Park Slope|Brooklyn|2150|2150|1|2 days|2 days|Apr. 01, 2014|Pre War||Backyard,Dishwasher,Duplex,Fireplace,Laundry Room,Outdoor Space|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-East-62ND-ST-New-York-NY-10065-rSmcJF|40.7618271|-73.9615342|F|Lexington Av/63 St|0.37|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9615342!2d40.7618271!1m3!2m2!1d-73.9615342!2d40.7618271!3e3|11|1br|Upper East Side|Manhattan|2150|2150|1|5 days|5 days|Immediately|Pre War||Dishwasher,Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Newtown-AVE-Queens-NY-11102-3Q90U27w|40.770947|-73.924704|N,Q|30 Av|0.36|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.924704!2d40.770947!1m3!2m2!1d-73.924704!2d40.770947!3e3|25|1br|Astoria|Queens|1550|1550|1|4 days|4 days|Immediately|Pre War||Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-47TH-AVE-Queens-NY-11104-n0h4FNU|40.7418041|-73.922322|7|40 St|0.18|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.922322!2d40.7418041!1m3!2m2!1d-73.922322!2d40.7418041!3e3|27|1br|Sunnyside|Queens|1900|1900|1|3 days|3 days|Immediately|||Elevator,Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-222-East-84TH-ST-New-York-NY-10028-4S3kV7B|40.776786|-73.953838|4,6,5|86 St|0.22|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.953838!2d40.776786!1m3!2m2!1d-73.953838!2d40.776786!3e3|20|1br|222 East  84th Street|Upper East Side|2000|2000|1|4 days|4 days|Immediately|||Laundry Room|x|||x|Exclusive|
http://www.nakedapartments.com/apartment/1-Bedroom-47TH-AVE-Queens-NY-11104-3HYRxN8X|40.7415116|-73.92139|7|46 St|0.23|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.92139!2d40.7415116!1m3!2m2!1d-73.92139!2d40.7415116!3e3|28|1br|Sunnyside|Queens|1875|1875|1|3 days|3 days|Immediately|Elevator/Laundry Building||Elevator,Laundry Room,On-site super|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-31ST-ST-Queens-NY-11101-3MMpVEmd|40.754262|-73.931063|N,Q|39 Av|0.15|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.931063!2d40.754262!1m3!2m2!1d-73.931063!2d40.754262!3e3|24|1br|Astoria|Queens|2000|2000|1|4 days|4 days|Apr. 01, 2014|Elevator/Laundry Building||Dishwasher,Elevator,Garage,Laundry Room,On-site super,Parking,Terrace|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Pitt-ST-New-York-NY-10002-ydRnDo|40.7177413|-73.9829397|J,M|Essex St|0.31|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9829397!2d40.7177413!1m3!2m2!1d-73.9829397!2d40.7177413!3e3|19|1br|Lower East Side|Manhattan|2250|2250|1|16 days|16 days|Immediately|||Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-East-81ST-ST-New-York-NY-10028-4QLCb9T|40.7752068|-73.9554768|4,6,5|86 St|0.03|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9554768!2d40.7752068!1m3!2m2!1d-73.9554768!2d40.7752068!3e3|26|1br|Upper East Side|Manhattan|1995|1995|1|8 days|8 days|Apr. 15, 2014|||Laundry Room,Storage Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Newtown-AVE-Queens-NY-11102-3Q9elvY6|40.770549|-73.924135|N,Q|30 Av|0.32|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.924135!2d40.770549!1m3!2m2!1d-73.924135!2d40.770549!3e3|26|1br|Astoria|Queens|1600|1600|1|2 days|2 days|Apr. 15, 2014|Other||Elevator,Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-West-24TH-ST-New-York-NY-10011-2bpF8RQ|40.745684|-73.996791|C,E,A|23 St|0.09|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.996791!2d40.745684!1m3!2m2!1d-73.996791!2d40.745684!3e3|13|1br|Chelsea|Manhattan|2300|2300|1|5 days|43 minutes|Immediately|||Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-1k06lrPC|40.668357|-73.982344|G,F|7 Av|0.02|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.982344!2d40.668357!1m3!2m2!1d-73.982344!2d40.668357!3e3|33|1br|Gowanus|Brooklyn|2200|2200|1|4 days|About 17 hours|Apr. 01, 2014|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-1jYHita1|40.670658|-73.987052|R,N,D|9 St|0.09|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.987052!2d40.670658!1m3!2m2!1d-73.987052!2d40.670658!3e3|32|1br|Park Slope|Brooklyn|2150|2150|1|About 21 hours|About 1 hour|Immediately|||Backyard,Dishwasher,In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-3RD-AVE-Brooklyn-NY-11215-1k5f9UBY|40.670499|-73.992153|G,F|4 Av|0.16|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.992153!2d40.670499!1m3!2m2!1d-73.992153!2d40.670499!3e3|30|1br|Gowanus|Brooklyn|2300|2300|1|3 days|About 1 hour|Immediately|||Dishwasher,In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-4TH-AVE-Brooklyn-NY-11215-1jYmvAiy|40.671146|-73.9875859|R,N,D|9 St|0.05|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9875859!2d40.671146!1m3!2m2!1d-73.9875859!2d40.671146!3e3|31|1br|Park Slope|Brooklyn|2150|2150|1|About 17 hours|About 1 hour|Immediately|||Backyard,Dishwasher,In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-6TH-AVE-Brooklyn-NY-11215-8cla2KL|40.668627|-73.9829|G,F|7 Av|0.24|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9829!2d40.668627!1m3!2m2!1d-73.9829!2d40.668627!3e3|34|1br|Park Slope|Brooklyn|2200|2200|1|3 days|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-1k03TUBQ|40.6682429|-73.982106|G,F|7 Av|0.18|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.982106!2d40.6682429!1m3!2m2!1d-73.982106!2d40.6682429!3e3|33|1br|Gowanus|Brooklyn|2200|2200|1|5 days|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-1k1cQqfV|40.670375|-73.987545|R,N,D|9 St|0.06|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.987545!2d40.670375!1m3!2m2!1d-73.987545!2d40.670375!3e3|31|1br|Gowanus|Brooklyn|2150|2150|1|About 17 hours|About 1 hour|Immediately|||Backyard,Dishwasher,In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-6TH-AVE-Brooklyn-NY-11215-deiGDJRA|40.668209|-73.983424|G,F|7 Av|0.25|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.983424!2d40.668209!1m3!2m2!1d-73.983424!2d40.668209!3e3|34|1br|Park Slope|Brooklyn|2200|2200|1|5 days|2 days|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-1k1UIDRo|40.668149|-73.982987|G,F|7 Av|0.23|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.982987!2d40.668149!1m3!2m2!1d-73.982987!2d40.668149!3e3|33|1br|Park Slope|Brooklyn|2200|2200|1|2 days|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-5TH-AVE-Brooklyn-NY-11215-1jIEKySQ|40.6748262|-73.9819455|R,N,D|Union St|0.19|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9819455!2d40.6748262!1m3!2m2!1d-73.9819455!2d40.6748262!3e3|34|1br|Park Slope|Brooklyn|1950|1950|1|About 21 hours|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-3RD-AVE-Brooklyn-NY-11215-8cUYhJZ|40.670838|-73.991889|G,F|4 Av|0.15|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.991889!2d40.670838!1m3!2m2!1d-73.991889!2d40.670838!3e3|30|1br|Gowanus|Brooklyn|2300|2300|1|2 days|About 1 hour|Immediately|||Dishwasher,In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Prospect-PARK-W-Brooklyn-NY-11215-1j3LSKtQ|40.658827|-73.982063|G,F|15 St - Prospect Park|0.21|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.982063!2d40.658827!1m3!2m2!1d-73.982063!2d40.658827!3e3|35|1br|Windsor Terrace|Brooklyn|1500|1500|1|2 days|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-6TH-AVE-Brooklyn-NY-11215-8cla2KL|40.668627|-73.9829|G,F|7 Av|0.24|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9829!2d40.668627!1m3!2m2!1d-73.9829!2d40.668627!3e3|34|1br|Park Slope|Brooklyn|2200|2200|1|3 days|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Henry-ST-Brooklyn-NY-11201-cFk0jqss|40.6884331|-73.9977742|G,F|Bergen St|0.05|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9977742!2d40.6884331!1m3!2m2!1d-73.9977742!2d40.6884331!3e3|31|1br|Cobble Hill|Brooklyn|2300|2300|1|2 days|About 1 hour|Immediately|||Backyard,Dishwasher,Fireplace,In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-West-64TH-ST-New-York-NY-10023-l32bAV|40.774245|-73.987608|1,2,3|66 St - Lincoln Center|0.38|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.987608!2d40.774245!1m3!2m2!1d-73.987608!2d40.774245!3e3|16|1br|Upper West Side|Manhattan|1925|1925|1|14 days|14 days|Immediately|||Doorman,Elevator,Gym,Laundry Room|x||x|x||
http://www.nakedapartments.com/apartment/1-Bedroom-Norfolk-ST-New-York-NY-10002-B0wa1e|40.720552|-73.986542|J,M|Essex St|0.17|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.986542!2d40.720552!1m3!2m2!1d-73.986542!2d40.720552!3e3|17|1br|Lower East Side|Manhattan|2150|2150|1|10 days|10 days|Immediately|||Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-48TH-ST-Queens-NY-11104-mTt4qtO|40.744072|-73.9162769|7|46 St|0.16|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9162769!2d40.744072!1m3!2m2!1d-73.9162769!2d40.744072!3e3|26|1br|Sunnyside|Queens|1700|1700|1|17 days|17 days|Immediately|Elevator/Laundry Building||Elevator,Laundry Room,On-site super|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-68-West-82ND-ST-New-York-NY-10024-3uhKGbA|40.7834239|-73.973535|C,A,D,B|81 St - Museum of Natural History|0.17|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.973535!2d40.7834239!1m3!2m2!1d-73.973535!2d40.7834239!3e3|11|1br|68 West  82nd Street|Upper West Side|2100|2100|1|19 days|19 days|Immediately|||Fireplace,Laundry Room|x|||x|Exclusive|
http://www.nakedapartments.com/apartment/1-Bedroom-40TH-ST-Queens-NY-11104-3IU3JIrS|40.744829|-73.923749|7|40 St|0.07|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.923749!2d40.744829!1m3!2m2!1d-73.923749!2d40.744829!3e3|23|1br|Sunnyside|Queens|1900|1900|1|About 14 hours|About 1 hour|Immediately|||Elevator,Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Queens-BLVD-Queens-NY-11377-4xQSwqxK|40.7414131|-73.9020269|7|Woodside - 61 St|0.03|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9020269!2d40.7414131!1m3!2m2!1d-73.9020269!2d40.7414131!3e3|31|1br|Woodside|Queens|1700|1700|1|About 22 hours|About 22 hours|Immediately|||Doorman,Elevator,Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-5TH-AVE-Brooklyn-NY-11215-dbMHBtny|40.674075|-73.982747|R,N,D|Union St|0.23|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.982747!2d40.674075!1m3!2m2!1d-73.982747!2d40.674075!3e3|35|1br|Park Slope|Brooklyn|1950|1950|1|1 day|1 day|May. 01, 2014|||Laundry Room|x|||x||
http://www.nakedapartments.com/apartment/1-Bedroom-8TH-ST-Brooklyn-NY-11215-dejesss5|40.668121|-73.98293|G,F|7 Av|0.22|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.98293!2d40.668121!1m3!2m2!1d-73.98293!2d40.668121!3e3|33|1br|Gowanus|Brooklyn|2200|2200|1|5 days|About 21 hours|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Prospect-AVE-Brooklyn-NY-11215-19ht6Zn94|40.65831|-73.981352|G,F|15 St - Prospect Park|0.19|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.981352!2d40.65831!1m3!2m2!1d-73.981352!2d40.65831!3e3|35|1br|Prospect Heights|Brooklyn|1500|1500|1|About 21 hours|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Prospect-PARK-W-Brooklyn-NY-11215-dnshO6by|40.659022|-73.981889|G,F|15 St - Prospect Park|0.19|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.981889!2d40.659022!1m3!2m2!1d-73.981889!2d40.659022!3e3|35|1br|Prospect Heights|Brooklyn|1500|1500|1|2 days|About 1 hour|Immediately|||In-Unit Laundry||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-South-3RD-ST-Brooklyn-NY-11211-919LIIj|40.71059|-73.957955|J,M|Marcy Av|0.15|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.957955!2d40.71059!1m3!2m2!1d-73.957955!2d40.71059!3e3|29|1br|Williamsburg|Brooklyn|2100|2100|1|15 days|2 days|Immediately|||In-Unit Laundry,Outdoor Space||x||x|No fee,1 month free|x
http://www.nakedapartments.com/apartment/1-Bedroom-51ST-AVE-Queens-NY-11101-3ENWJffX|40.7422126|-73.9551853|7|Vernon Blvd - Jackson Av|0.11|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9551853!2d40.7422126!1m3!2m2!1d-73.9551853!2d40.7422126!3e3|16|1br|Long Island City|Queens|2295|2295|1|4 days|4 days|Apr. 01, 2014|New Building|700|Backyard,Dishwasher,In-Unit Laundry,On-site super,Parking,Storage Room||x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Lorimer-ST-Brooklyn-NY-11206-1ts5oo36|40.7103368|-73.9485658|G|Metropolitan Av|0.26|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9485658!2d40.7103368!1m3!2m2!1d-73.9485658!2d40.7103368!3e3|25|1br|Williamsburg|Brooklyn|1960|1960|1|16 days|16 days|Immediately|||Dishwasher,In-Unit Laundry,Pool||x||x|No fee,1 month free|x
http://www.nakedapartments.com/apartment/1-Bedroom-23RD-ST-Queens-NY-11106-nQUGV9c|40.7666348|-73.9288283|N,Q|Broadway|0.04|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9288283!2d40.7666348!1m3!2m2!1d-73.9288283!2d40.7666348!3e3|25|1br|Astoria|Queens|2050|2050|1|17 days|About 1 hour|Immediately|||Balcony,Dishwasher,Duplex,Elevator,In-Unit Laundry,Laundry Room,Outdoor Space,Outdoor Space,Outdoor Space,Terrace|x|x||x||
http://www.nakedapartments.com/apartment/1-Bedroom-Bleecker-ST-New-York-NY-10012-1myyeDd|40.729149|-74.000622|C,E,A,D,F,B,M|W 4 St|0.22|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-74.000622!2d40.729149!1m3!2m2!1d-74.000622!2d40.729149!3e3|12|1br|Greenwich Village|Manhattan|2200|2200|1|About 17 hours|About 17 hours|Immediately|Walk-Up||In-Unit Laundry||x||x|Verified,Verified|
http://www.nakedapartments.com/apartment/1-Bedroom-177-Bleecker-ST-New-York-NY-10012-dDwwB61|40.729149|-74.000622|C,E,A,D,F,B,M|W 4 St|0.22|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-74.000622!2d40.729149!1m3!2m2!1d-74.000622!2d40.729149!3e3|12|1br|177 Bleecker Street|Greenwich Village|2200|2200|1|1 day|1 day|Immediately|Walk-Up||In-Unit Laundry||x||x|Exclusive,Verified,Verified|
http://www.nakedapartments.com/apartment/1-Bedroom-27-17-Crescent-ST-Queens-NY-11102-nWuxuLo|40.7702319|-73.9237599|N,Q|30 Av|0.29|https://www.google.com/maps/dir/Wall+Street+Journal,+1211+Avenue+of+the+Americas,+New+York,+NY+10036/%27%27/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x89c258ff6b2dac81:0x8579374f9050c674!2m2!1d-73.9237599!2d40.7702319!1m3!2m2!1d-73.9237599!2d40.7702319!3e3|26|1br|27-17 Crescent street|Astoria|2200|2200|1|About 23 hours|About 23 hours|Immediately|Condo or Co-Op Building|700|Balcony,Dishwasher,Elevator,In-Unit Laundry,On-site super,Outdoor Space||x||x|Exclusive,Verified,Verified|
